,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,TimelyResponse,TimelyFixes,TimelyReplacements,Reliability,Options,RespectfulResponse,CourteousExchange,ActiveListening,Contract,Churn,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Area_Rural,Area_Suburban,Area_Urban,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Female,Gender_Male,Gender_Nonbinary,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Bank Transfer(automatic),PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,Bandwidth_GB_Year
387,-0.6148542496335838,0.8906460621258305,1.0591246729591752,-0.4987571482167676,-0.7858435400332682,1.316699710044148,-1.0058516991026796,-0.6258635316811727,-1.1805541700693651,-0.12036057844829193,-1.436575972717586,0.4783542977305066,-0.4737697057245398,-1.45988609539888,2.446504806403462,-0.48116458471979834,-1.4677424785204796,-0.4818284474094517,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,-1.2978861772000172
5365,-0.6671686344936436,0.8906460621258305,-0.970071930586431,-1.1076248517643694,-0.9993792654285251,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,0.43101368215646635,-1.343098379813124,0.49067915569344955,-0.48821328709573447,-0.4737697057245398,0.4898783058016274,-0.48098688487745467,1.453943336936338,0.47693122604458105,0.4903839162092966,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.5192754743922094
9244,0.5001004083574386,1.3563920549751902,-1.018386135432755,0.06047104724087562,0.82967385139263,-0.9967786961579193,-1.0058516991026796,-0.6258635316811727,1.3598167635137115,0.1709506734758098,-0.47294840851206826,-0.48821328709573447,-1.446602777027496,1.4647605064018812,-0.48098688487745467,-0.48116458471979834,-0.4954056262379492,0.4903839162092966,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1.2637808734749927
4388,0.27462887413937964,0.8906460621258305,-0.5352440869695154,-1.053730508430774,1.1909698292014037,-0.0052879506427475865,2.0293073205191656,-0.6258635316811727,-0.5159625599665776,-1.5745767406267046,1.4543067198989672,2.4114894673829887,1.4718964368813727,-0.48500389479862627,0.4948436788828508,0.48638937610826977,-0.4954056262379492,1.462596279828045,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,-0.6244359157077095
1365,-0.6240006056620976,0.4249000692764709,-1.3565855693570228,0.5234381168272657,-0.389467208395042,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,-1.0908556344868143,-0.003508218117634932,1.4543067198989672,1.4449218825567476,0.4990633655784165,0.4898783058016274,-1.45681744863776,2.421497297764406,1.4492680783271112,0.4903839162092966,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-1.147597579581371
7566,-0.6591309276807072,0.4249000692764709,0.09284057603269602,1.465820644754036,0.8081440158334082,0.986202794872424,-1.0058516991026796,0.9466579047036832,0.46886406504460026,-0.5283305992571172,-1.436575972717586,-1.4547808719219755,-1.446602777027496,-0.48500389479862627,-0.48098688487745467,-0.48116458471979834,0.47693122604458105,-0.4818284474094517,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.5451248527648266
3867,-0.6689008988929833,-0.04084592357288879,0.09284057603269602,1.310580509127845,1.5535024200093648,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,-0.5961202940824901,-0.7600511531463281,-0.47294840851206826,-0.48821328709573447,0.4990633655784165,0.4898783058016274,-0.48098688487745467,0.48638937610826977,-0.4954056262379492,0.4903839162092966,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,-0.5716456461791133
2659,0.5078609528664806,-0.04084592357288879,0.8658678535738794,-0.6936805909439931,-0.3122885200080284,0.3252089645289763,-1.0058516991026796,-0.6258635316811727,-1.006942873003711,0.2878484217203524,1.4543067198989672,0.4783542977305066,0.4990633655784165,-0.48500389479862627,0.4948436788828508,0.48638937610826977,-0.4954056262379492,0.4903839162092966,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,-1.0656065524881988
1680,-0.46109846154818956,-0.5065919164222484,-0.8734435208937832,-0.919763839765351,-0.40654767845975415,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,-0.8156228934854923,1.6888525295543177,0.49067915569344955,0.4783542977305066,-0.4737697057245398,-0.48500389479862627,0.4948436788828508,-1.4487185455478664,-0.4954056262379492,-1.4540408110282002,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,-0.6847175818996724
969,1.9198643100562793,-0.5065919164222484,-0.4386156772768675,0.26056284876463087,0.581354165117332,-0.0052879506427475865,1.0175876473118841,-0.6258635316811727,-0.9661553126946308,0.640588500684404,-0.47294840851206826,-1.4547808719219755,0.4990633655784165,0.4898783058016274,-0.48098688487745467,1.453943336936338,-0.4954056262379492,0.4903839162092966,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,-0.7356730727130892
7761,0.38327649726596735,-0.9723379092716081,0.4793542148032877,-0.4602536908286501,0.7870443065347738,-1.3272756113296431,-1.0058516991026796,-0.6258635316811727,0.6252032443393847,-0.7605099227222823,-1.436575972717586,-0.48821328709573447,-0.4737697057245398,1.4647605064018812,0.4948436788828508,-0.48116458471979834,1.4492680783271112,-0.4818284474094517,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0.47515348966760296
2841,-0.6025205271102849,-0.04084592357288879,-1.018386135432755,0.6507732286452134,0.9276250261570667,0.3252089645289763,0.005867974104602262,0.9466579047036832,-0.8719587932801938,-0.06241399879220118,0.49067915569344955,-0.48821328709573447,-0.4737697057245398,0.4898783058016274,-1.45681744863776,-0.48116458471979834,1.4492680783271112,0.4903839162092966,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,-0.9466365863720929
7577,-0.6182494878562896,-0.5065919164222484,-1.6947850032812906,-0.04708181133521509,-0.6089287920193446,0.3252089645289763,-1.0058516991026796,-0.6258635316811727,1.2840626729571387,-0.9935206204951417,-1.436575972717586,-0.48821328709573447,0.4990633655784165,0.4898783058016274,-0.48098688487745467,-0.48116458471979834,-0.4954056262379492,0.4903839162092966,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1.4147420514502524
7911,1.2537740032221674,2.7536300335232693,-0.5352440869695154,-0.8946805965900148,1.0342526540842802,0.3252089645289763,0.005867974104602262,-0.6258635316811727,0.48089466494722555,1.6299008020587678,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,-1.45988609539888,-0.48098688487745467,-0.48116458471979834,-0.4954056262379492,0.4903839162092966,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0.5959379634517495
3576,-0.5997489040713414,0.4249000692764709,-1.6464707984349665,0.5830033278372236,0.8249323814419413,-0.6662817809861953,-1.0058516991026796,-0.6258635316811727,-0.8156447997590694,-2.157520103724528,-0.47294840851206826,-1.4547808719219755,-0.4737697057245398,-0.48500389479862627,1.4706742426431563,-1.4487185455478664,0.47693122604458105,-0.4818284474094517,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.9420889291532278
1700,0.7232853535683692,-0.5065919164222484,0.43104000995696373,-1.0268198635209436,-1.2652094603236888,-0.3357848658144715,2.0293073205191656,-0.6258635316811727,-0.7655369003622376,-0.003593171996471495,-0.47294840851206826,0.4783542977305066,0.4990633655784165,0.4898783058016274,-0.48098688487745467,-0.48116458471979834,-0.4954056262379492,0.4903839162092966,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,-0.6885647896873609
2898,-0.5776452103357664,1.3563920549751902,-0.2453588578915717,0.5314927986816353,-2.4378794178174688,0.3252089645289763,-1.0058516991026796,0.9466579047036832,-1.044213944555174,1.2773491912255899,-0.47294840851206826,0.4783542977305066,-0.4737697057245398,-0.48500389479862627,0.4948436788828508,0.48638937610826977,-0.4954056262379492,0.4903839162092966,2,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,-1.0317471858013272
4666,2.019989192338116,-0.04084592357288879,1.4939525165760907,0.8754996680281518,1.3738877422388098,-0.0052879506427475865,0.005867974104602262,2.519179341088539,-1.1186869923576626,-0.992754452015502,-0.47294840851206826,-1.4547808719219755,-0.4737697057245398,0.4898783058016274,-1.45681744863776,0.48638937610826977,0.47693122604458105,0.4903839162092966,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,-1.2612675872501418
450,-0.6607246109280998,0.4249000692764709,1.4939525165760907,2.117570760981339,0.9641101972202698,0.986202794872424,0.005867974104602262,-0.6258635316811727,-0.48465856688105474,-0.06129488048042159,-1.436575972717586,-1.4547808719219755,-1.446602777027496,0.4898783058016274,0.4948436788828508,0.48638937610826977,0.47693122604458105,-0.4818284474094517,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.6752326616518632
6553,-0.15718999532802772,-0.5065919164222484,0.2377831905716679,-1.1230717690457777,1.1970588040778372,0.986202794872424,0.005867974104602262,0.9466579047036832,0.5860900852708456,0.05503799899080375,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,-1.45988609539888,0.4948436788828508,-1.4487185455478664,-1.4677424785204796,0.4903839162092966,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.6919698512897415
4549,0.7745603797888251,-0.5065919164222484,1.2523814923444712,1.0648419641422455,-0.3400585467071714,-1.9882694416730908,1.0175876473118841,-0.6258635316811727,-1.0928933422964022,0.22873700980945702,-2.4002035369231036,-1.4547808719219755,-1.446602777027496,0.4898783058016274,-0.48098688487745467,-0.48116458471979834,-1.4677424785204796,-1.4540408110282002,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-1.2547676045952292
1756,-0.5351007966879827,-0.9723379092716081,0.3344116002643158,-0.7027573127360323,-1.7332622491054648,0.6557058797007002,1.0175876473118841,0.9466579047036832,-1.014078056726053,1.1652310068896399,-0.47294840851206826,0.4783542977305066,-0.4737697057245398,-1.45988609539888,0.4948436788828508,0.48638937610826977,0.47693122604458105,-0.4818284474094517,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,-0.987050414198826
9417,-0.6643970114547,-0.5065919164222484,0.8175536487275554,-1.0387910648311163,-1.7567654112022841,-0.0052879506427475865,1.0175876473118841,0.9466579047036832,0.8175355157699911,1.1060232067922025,-0.47294840851206826,-0.48821328709573447,0.4990633655784165,1.4647605064018812,-1.45681744863776,-1.4487185455478664,0.47693122604458105,-1.4540408110282002,2,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0.7676067551470793
6222,2.0567824881800916,0.8906460621258305,-1.018386135432755,2.484495865238281,-1.018738979588629,-0.9967786961579193,-1.0058516991026796,0.9466579047036832,0.8724483155958769,0.6405886636989737,-0.47294840851206826,-1.4547808719219755,-1.446602777027496,0.4898783058016274,0.4948436788828508,0.48638937610826977,-0.4954056262379492,0.4903839162092966,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1.1475437351979059
2735,-0.6628726187832811,-0.5065919164222484,1.4939525165760907,-1.132993216421276,0.1301306146920009,-1.657772526501367,0.005867974104602262,-0.6258635316811727,-1.0060764020522508,-1.5756968836014962,-0.47294840851206826,0.4783542977305066,-0.4737697057245398,0.4898783058016274,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,-2.4262531746469485,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-1.183114132241336
2619,1.2103288120867268,2.7536300335232693,1.107438877805499,-0.43572863324036887,0.007101062718501091,0.3252089645289763,0.005867974104602262,-0.6258635316811727,-1.0648952609449465,0.6992203470177552,-1.436575972717586,-1.4547808719219755,-0.4737697057245398,-1.45988609539888,1.4706742426431563,-1.4487185455478664,-2.4400793308030098,-1.4540408110282002,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,-0.7485545310174764
1734,-0.5189560924861365,-0.9723379092716081,-0.4869298821231915,1.3633013860652752,-1.189357724219959,-1.657772526501367,1.0175876473118841,-0.6258635316811727,-0.9878224076891093,1.1070252107792369,0.49067915569344955,0.4783542977305066,0.4990633655784165,-0.48500389479862627,0.4948436788828508,1.453943336936338,1.4492680783271112,1.462596279828045,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,-0.9475758196409406
432,2.224673553764098,-0.04084592357288879,1.6872093359613867,-0.7693172203908889,-0.46324334569767117,1.9776935403875957,-1.0058516991026796,-0.6258635316811727,-1.205722470296503,-0.877342348699792,0.49067915569344955,0.4783542977305066,-0.4737697057245398,0.4898783058016274,1.4706742426431563,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,-1.44110403963427
7161,-0.6663371475819605,-0.9723379092716081,1.397324106883443,-1.2143631281972167,-0.36221542570565435,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,0.2306255870005508,-0.061729337597630315,-0.47294840851206826,-1.4547808719219755,0.4990633655784165,-0.48500389479862627,-0.48098688487745467,-0.48116458471979834,-0.4954056262379492,0.4903839162092966,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0.06883849101883863
6752,-0.09780797171866183,-0.9723379092716081,-0.3419872675842196,0.0056734645869316305,1.6449210521911377,1.6471966252158718,0.005867974104602262,-0.6258635316811727,0.8286607289772314,0.2878484217203524,-1.436575972717586,-1.4547808719219755,-2.4194358483304526,0.4898783058016274,-0.48098688487745467,-1.4487185455478664,-2.4400793308030098,-0.4818284474094517,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0.7637011536921078
4730,2.0746594567812777,-0.9723379092716081,-1.4532139790496708,0.01990897020037324,0.7321124785518498,1.316699710044148,0.005867974104602262,2.519179341088539,-0.7435417547986725,-0.4699643968097011,1.4543067198989672,1.4449218825567476,1.4718964368813727,0.4898783058016274,0.4948436788828508,1.453943336936338,0.47693122604458105,0.4903839162092966,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,-0.6326950769085815
9557,0.5763200419283866,-0.9723379092716081,-0.9217577257401072,2.101685167987614,-1.773038969442677,-0.9967786961579193,-1.0058516991026796,0.9466579047036832,0.9810720276461735,-1.5756642806874692,0.49067915569344955,1.4449218825567476,0.4990633655784165,-0.48500389479862627,1.4706742426431563,-1.4487185455478664,0.47693122604458105,-0.4818284474094517,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.9281079319871909
63,-0.33388096406067996,-0.5065919164222484,1.349009902037119,1.0695149066331104,-1.3172190269579558,0.986202794872424,-1.0058516991026796,-0.6258635316811727,-0.8424395136518485,-1.8658884350189253,1.4543067198989672,1.4449218825567476,1.4718964368813727,-0.48500389479862627,0.4948436788828508,-0.48116458471979834,-1.4677424785204796,1.462596279828045,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,-1.0508905657906205
5222,-0.5245686291399971,-0.04084592357288879,1.397324106883443,-0.5866501004554068,0.701045937308678,0.986202794872424,-1.0058516991026796,0.9466579047036832,1.2469781246797624,1.8630046510145617,1.4543067198989672,0.4783542977305066,1.4718964368813727,1.4647605064018812,0.4948436788828508,1.453943336936338,0.47693122604458105,0.4903839162092966,2,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1.2224028561466895
6413,1.177415788499272,0.8906460621258305,1.107438877805499,-1.2197641234264704,-0.10971350082565962,-0.3357848658144715,-1.0058516991026796,0.9466579047036832,0.8337954136736551,0.873599361471833,1.4543067198989672,1.4449218825567476,0.4990633655784165,-1.45988609539888,1.4706742426431563,-1.4487185455478664,-0.4954056262379492,0.4903839162092966,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.8600021706164566
7306,-0.67520634130658,0.4249000692764709,-0.5835582918158394,-0.3505510730221104,0.2786216250754001,-0.6662817809861953,0.005867974104602262,-0.6258635316811727,0.5243513353760374,-0.23618753055720282,-1.436575972717586,-0.48821328709573447,-0.4737697057245398,-1.45988609539888,0.4948436788828508,-0.48116458471979834,-1.4677424785204796,-1.4540408110282002,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0.4622865660554718
4240,-0.6642584303027529,-0.9723379092716081,-0.6318724966621634,-0.8328890265485889,0.14422733081045536,-0.0052879506427475865,-1.0058516991026796,0.9466579047036832,-1.1144361375305427,0.2291631764713843,0.49067915569344955,0.4783542977305066,-2.4194358483304526,1.4647605064018812,-0.48098688487745467,0.48638937610826977,0.47693122604458105,-0.4818284474094517,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,-1.1716923866597289
2527,-0.3309014692938156,-0.9723379092716081,-1.115014545125403,1.8035644164811266,0.35340646827353867,-0.3357848658144715,0.005867974104602262,-0.6258635316811727,-1.2163921341791473,-1.4012200604053366,-1.436575972717586,-2.4213484567482166,-0.4737697057245398,-1.45988609539888,0.4948436788828508,-1.4487185455478664,-2.4400793308030098,-0.4818284474094517,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,-1.435848296470371
5822,0.10923226929042244,-0.9723379092716081,-1.5498423887423185,-1.0721853864170103,-0.9600200242956939,-0.0052879506427475865,-1.0058516991026796,-0.6258635316811727,0.9649342850902993,-0.295140585457109,0.49067915569344955,1.4449218825567476,0.4990633655784165,0.4898783058016274,0.4948436788828508,1.453943336936338,0.47693122604458105,2.4348086434467935,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0.8154604155957649
2476,1.671180432887068,-0.9723379092716081,-0.05210203850627586,-0.3396997891731317,-0.12181920280819375,2.3081904555593193,1.0175876473118841,2.519179341088539,-1.0016704515343302,0.22973838502600702,2.417934284104485,2.4114894673829887,2.444729508184329,-0.48500389479862627,-0.48098688487745467,1.453943336936338,-0.4954056262379492,1.462596279828045,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,-1.0679854442563765
9384,-0.5992638700395263,2.7536300335232693,-0.2453588578915717,-0.09557161315247231,-1.2809358831750246,-2.3187663568448147,-1.0058516991026796,-0.6258635316811727,1.1529514094054754,0.22873700980945702,1.4543067198989672,1.4449218825567476,2.444729508184329,-1.45988609539888,2.446504806403462,0.48638937610826977,-0.4954056262379492,0.4903839162092966,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1.1170817220589884
2843,-0.526439474691284,0.4249000692764709,0.09284057603269602,-0.3302929080535524,0.3674426978865974,0.3252089645289763,1.0175876473118841,-0.6258635316811727,-0.2835247590878628,1.1060232067922025,-0.47294840851206826,-1.4547808719219755,-0.4737697057245398,0.4898783058016274,-1.45681744863776,0.48638937610826977,1.4492680783271112,0.4903839162092966,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-0.27339624737019397
6503,-0.08533566804341579,-0.04084592357288879,-1.6464707984349665,-0.87093572216026,0.5220966110974685,-1.9882694416730908,-1.0058516991026796,-0.6258635316811727,0.7622759157771594,-1.05220586574411,-1.436575972717586,-1.4547808719219755,-1.446602777027496,-1.45988609539888,-0.48098688487745467,-0.48116458471979834,-2.4400793308030098,-1.4540408110282002,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0.8706083370489669
9837,-0.5240143045322084,-0.9723379092716081,1.2523814923444712,-1.08261643524651,-0.2298491095521483,-0.6662817809861953,0.005867974104602262,-0.6258635316811727,1.0329846467475452,-0.877342465138771,1.4543067198989672,1.4449218825567476,0.4990633655784165,-1.45988609539888,1.4706742426431563,-1.4487185455478664,0.47693122604458105,1.462596279828045,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.7638687907122862
7289,1.2451126812254687,0.4249000692764709,-0.4386156772768675,-0.606990893913027,-2.0528918839538837,0.3252089645289763,-1.0058516991026796,0.9466579047036832,1.201532553402568,-0.17782365688935944,0.49067915569344955,0.4783542977305066,-0.4737697057245398,-1.45988609539888,1.4706742426431563,-0.48116458471979834,-0.4954056262379492,-1.4540408110282002,2,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1.1692475503458926
1050,-0.6639119774228849,-0.5065919164222484,-1.6464707984349665,1.7632307203288473,1.585779208856095,-1.3272756113296431,0.005867974104602262,-0.6258635316811727,-0.6231003308745142,-1.866975020280065,1.4543067198989672,1.4449218825567476,1.4718964368813727,1.4647605064018812,-0.48098688487745467,-0.48116458471979834,-0.4954056262379492,0.4903839162092966,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,-0.6277898514330986
8042,-0.16079310527865434,-0.5065919164222484,-0.6318724966621634,0.16312080929433548,-1.6041992905359652,-0.3357848658144715,0.005867974104602262,-0.6258635316811727,1.2798031197616007,-1.866209340844136,0.49067915569344955,0.4783542977305066,-0.4737697057245398,-0.48500389479862627,0.4948436788828508,0.48638937610826977,-0.4954056262379492,-0.4818284474094517,2,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1.0401548366918867
6790,-0.6504696056840086,1.3563920549751902,0.7692394438812314,0.4758249571772259,0.26771053157441804,0.3252089645289763,-1.0058516991026796,-0.6258635316811727,1.3091128394325773,1.3972487363402082,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,-1.45988609539888,0.4948436788828508,-1.4487185455478664,-1.4677424785204796,0.4903839162092966,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1.5350032927877502
5113,-0.3741387887013352,-0.5065919164222484,-0.14873044819892378,0.02977474086864944,0.6495147950735196,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,0.6941336539666225,0.46146126769479134,-0.47294840851206826,-0.48821328709573447,0.4990633655784165,2.4396427070021347,-1.45681744863776,1.453943336936338,-0.4954056262379492,0.4903839162092966,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.608038289932941
7075,1.3691428122181932,2.7536300335232693,-1.1633287499717269,-0.45790746729373577,-0.05102512482156285,-0.3357848658144715,-1.0058516991026796,0.9466579047036832,0.9299324287642531,-0.7600511531463281,0.49067915569344955,0.4783542977305066,0.4990633655784165,-1.45988609539888,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1.102606967503718
5047,-0.6637733962709377,-0.04084592357288879,-1.1633287499717269,1.2809278750445023,-0.1838679402231251,0.986202794872424,1.0175876473118841,-0.6258635316811727,1.2461812784946433,1.630222173639893,0.49067915569344955,0.4783542977305066,0.4990633655784165,-1.45988609539888,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517,2,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1.3266729760707385
249,-0.34656113946384676,-0.04084592357288879,-1.2599571596643748,-0.5199135877037564,-0.22579807121819487,-1.9882694416730908,-1.0058516991026796,-0.6258635316811727,-1.2208890243235715,-0.5864506729914243,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,1.4647605064018812,-2.4326480123980656,0.48638937610826977,0.47693122604458105,1.462596279828045,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,-1.296899628590673
874,-0.6208132391673125,0.4249000692764709,-1.018386135432755,-0.6496963468672267,-1.5633629612125561,-1.3272756113296431,0.005867974104602262,-0.6258635316811727,-0.7423482830577368,1.2230966148799642,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,-0.48500389479862627,0.4948436788828508,-2.4162725063759347,-0.4954056262379492,-1.4540408110282002,2,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,-0.3901637442621174
9471,-0.37074355047862934,-0.04084592357288879,-0.05210203850627586,-0.8277529389645255,0.9201314202109041,-1.657772526501367,0.005867974104602262,-0.6258635316811727,1.11635888622864,-0.993841992076267,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,0.4898783058016274,-1.45681744863776,-1.4487185455478664,0.47693122604458105,0.4903839162092966,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1.1745540941377857
5889,-0.676037828218263,0.4249000692764709,0.7692394438812314,0.15022119002551626,1.6483822244442983,1.316699710044148,-1.0058516991026796,-0.6258635316811727,1.1176787690886623,0.2874222550584258,-1.436575972717586,-2.4213484567482166,-1.446602777027496,0.4898783058016274,-0.48098688487745467,-0.48116458471979834,-0.4954056262379492,-1.4540408110282002,2,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1.0356622480222688
